County,FIPS,Democrats,Republicans,Libertarians,Green,NoLabels,Constitution,JusticeForAll,WeThePeople,Unaffiliated,White,Black,AmericanIndian,NativeHawaiian,Asian,Multiracial,Undesignated,Other,Hispanic,Male,Female,UnDisclosedGender,Total,Week Ending
BURKE,023,12336,23901,364,12,52,0,0,0,22743,49590,3085,91,1,971,130,4104,1436,1482,26068,28992,4348,59408,06/15/2024
CABARRUS,025,43629,51441,1236,75,308,0,0,0,59623,97750,31901,399,11,3662,742,14739,7108,7580,65633,76863,13816,156312,06/15/2024
CALDWELL,027,9146,26751,364,6,64,0,0,0,17941,46281,2562,72,0,196,136,4047,978,1206,24004,26618,3650,54272,06/15/2024
CAMDEN,029,1391,3276,74,1,18,0,0,0,3833,7046,937,11,1,35,17,387,159,68,3931,4219,443,8593,06/15/2024
CARTERET,031,9248,26256,361,9,62,0,0,0,21256,49501,2240,103,8,307,134,4119,780,774,24829,28053,4310,57192,06/15/2024
CASWELL,033,5903,4354,62,1,9,0,0,0,5055,9545,4566,24,1,30,49,940,229,252,6746,7673,965,15384,06/15/2024
CATAWBA,035,20028,48912,669,25,233,0,0,0,43679,87856,8864,149,5,2593,343,9032,4704,5145,49450,54989,9107,113546,06/15/2024
CHATHAM,037,21052,14543,327,19,71,0,0,0,25518,45142,5923,125,3,1098,257,6883,2099,2425,25338,29490,6702,61530,06/15/2024
CHEROKEE,039,3286,12293,151,3,16,0,0,0,8078,22195,257,119,1,95,32,873,255,261,11256,12086,485,23827,06/15/2024
CHOWAN,041,3593,3193,44,2,14,0,0,0,3584,6818,2852,14,5,16,25,584,116,93,4525,5528,377,10430,06/15/2024
CLAY,043,1369,4849,59,0,2,0,0,0,3689,9364,44,16,0,17,11,438,78,90,4558,5000,410,9968,06/15/2024
CLEVELAND,045,19515,26535,413,16,100,0,0,0,21993,47616,13424,90,4,328,224,5664,1222,1136,29149,33839,5584,68572,06/15/2024
COLUMBUS,047,13537,11046,113,4,23,0,0,0,12222,22225,10379,955,5,66,87,2604,624,590,15836,18640,2469,36945,06/15/2024
CRAVEN,049,19886,28544,591,22,124,0,0,0,27891,53650,14338,184,8,1227,287,4925,2439,2260,33020,39181,4857,77058,06/15/2024
CUMBERLAND,051,86792,49378,1829,88,508,0,0,0,76442,86905,85686,2362,72,3492,2057,20910,13553,14049,86699,107672,20666,215037,06/15/2024
CURRITUCK,053,3331,10191,216,4,39,0,0,0,10406,20939,1194,47,3,104,75,1359,466,263,11105,11760,1322,24187,06/15/2024
DARE,055,7442,11589,252,11,42,0,0,0,14268,30396,566,37,1,128,62,1798,616,377,15165,16663,1776,33604,06/15/2024
DAVIDSON,057,21220,56605,695,22,219,0,0,0,38798,93218,10911,244,5,891,266,8910,3114,3458,51009,57810,8740,117559,06/15/2024
DAVIE,059,4602,16601,159,10,62,0,0,0,11313,27532,1946,44,0,144,81,2307,693,903,14527,16165,2055,32747,06/15/2024
DUPLIN,061,10616,10075,132,11,42,0,0,0,10922,18519,8145,74,2,70,138,3177,1673,2482,13491,15743,2564,31798,06/15/2024
DURHAM,063,124648,23502,1190,92,344,0,0,0,88230,114661,73469,588,39,8762,2673,27442,10372,12137,93697,118956,25353,238006,06/15/2024
EDGECOMBE,065,20337,6698,104,6,64,0,0,0,7174,12082,19295,59,2,47,112,2144,642,667,13967,18272,2144,34383,06/15/2024
FORSYTH,067,96860,71080,1653,98,411,0,0,0,95096,159697,65305,514,30,3446,1524,23680,11002,13977,108866,133908,22424,265198,06/15/2024
FRANKLIN,069,16727,16541,384,12,74,0,0,0,19093,33417,12111,146,3,325,190,4792,1847,2037,22145,25304,5382,52831,06/15/2024
GASTON,071,40328,60959,1186,46,452,0,0,0,54986,109455,28028,327,7,1379,653,12461,5647,6360,67453,79220,11284,157957,06/15/2024
GATES,073,3405,2166,38,2,9,0,0,0,2688,5178,2449,18,0,11,41,526,85,55,3610,4122,576,8308,06/15/2024
GRAHAM,075,1055,3133,35,1,1,0,0,0,1936,5588,9,265,1,19,5,230,44,40,2899,3052,210,6161,06/15/2024
GRANVILLE,077,15735,11008,220,7,69,0,0,0,13377,22989,11434,77,3,177,189,4258,1289,1209,16426,19007,4983,40416,06/15/2024
GREENE,079,4729,2558,30,1,25,0,0,0,3627,6001,3743,12,0,17,23,683,491,530,4744,5646,580,10970,06/15/2024
GUILFORD,081,154961,89052,2208,128,529,0,0,0,135563,194789,126945,961,30,9929,2698,31863,15226,14615,160276,199220,22945,382441,06/15/2024
HALIFAX,083,20205,4881,106,4,50,0,0,0,10632,13744,18419,1038,5,174,134,1941,423,322,15343,18637,1898,35878,06/15/2024
HARNETT,085,24012,31633,812,36,264,0,0,0,31329,54434,17897,481,18,694,514,9118,4930,5735,36724,42992,8370,88086,06/15/2024
HAYWOOD,087,11758,16414,312,20,50,0,0,0,17986,42930,480,123,0,154,98,2178,577,658,21023,23834,1683,46540,06/15/2024
HENDERSON,089,17122,32358,613,36,133,0,0,0,40161,78430,2415,146,12,551,392,5895,2582,3071,38852,46056,5515,90423,06/15/2024
HERTFORD,091,8709,1591,40,3,14,0,0,0,3422,4463,8277,94,2,42,57,699,145,100,5690,7425,664,13779,06/15/2024
HOKE,093,13799,7584,307,22,51,0,0,0,12425,13434,12832,1993,16,354,250,2852,2457,2524,14787,17646,1755,34188,06/15/2024
HYDE,095,1347,675,16,0,0,0,0,0,1116,2363,567,0,0,1,9,170,44,66,1407,1587,160,3154,06/15/2024
IREDELL,097,27173,58083,881,34,213,0,0,0,54661,109461,15218,221,7,1572,444,9606,4516,5159,62324,68894,9827,141045,06/15/2024
JACKSON,099,8193,8516,252,18,20,0,0,0,12830,24476,607,1522,6,239,181,2130,668,778,13038,14569,2222,29829,06/15/2024
JOHNSTON,101,39897,58402,1195,51,496,0,0,0,57976,105848,26429,439,17,992,640,16343,7309,9355,68364,78622,11031,158017,06/15/2024
JONES,103,2443,2356,32,0,13,0,0,0,2353,4442,2027,12,1,20,23,571,101,112,3086,3533,578,7197,06/15/2024
LEE,105,12326,12184,302,14,73,0,0,0,15101,25621,7388,140,6,273,270,3744,2558,3582,16783,20045,3172,40000,06/15/2024
LENOIR,107,16265,10616,153,12,147,0,0,0,11385,18972,14875,64,7,102,120,3556,882,932,15553,19461,3564,38578,06/15/2024
LINCOLN,109,11660,32545,419,14,110,0,0,0,23800,57653,3703,89,2,341,152,4868,1740,2220,30421,33082,5045,68548,06/15/2024
MACON,113,4897,12570,195,4,10,0,0,0,11075,26338,203,65,0,120,61,1406,558,607,13303,14960,488,28751,06/15/2024
MADISON,115,4865,4893,115,11,24,0,0,0,7299,15416,126,27,0,48,43,1341,206,192,7554,8111,1542,17207,06/15/2024
MARTIN,117,7560,3542,57,3,9,0,0,0,4872,8597,6285,28,0,24,52,842,215,208,6720,8488,835,16043,06/15/2024
MCDOWELL,111,5394,13364,186,9,48,0,0,0,11307,27436,829,36,1,143,130,1135,598,656,13782,15186,1340,30308,06/15/2024
MECKLENBURG,119,323904,157414,5927,331,1743,0,0,0,310907,409023,243339,2080,62,23318,5053,73383,43968,47081,335521,402608,62097,800226,06/15/2024
MITCHELL,121,1033,6509,47,4,11,0,0,0,3699,10139,43,12,1,16,14,981,97,146,5001,5494,808,11303,06/15/2024
MONTGOMERY,123,4990,6341,86,3,21,0,0,0,5730,11987,2951,46,1,185,44,1297,660,853,7555,8483,1133,17171,06/15/2024
MOORE,125,14910,31408,616,16,89,0,0,0,29140,61264,7454,364,6,651,233,3951,2256,1896,33468,39245,3466,76179,06/15/2024
NASH,127,27947,19555,303,10,130,0,0,0,20242,34208,26327,356,4,348,282,4683,1979,1949,28648,34953,4586,68187,06/15/2024
NORTHAMPTON,131,7648,1589,37,3,17,0,0,0,3467,5060,6975,34,0,9,20,570,93,73,5525,6591,645,12761,06/15/2024
ONSLOW,133,24171,48964,1822,41,276,0,0,0,54006,87809,19559,487,37,1814,833,11531,7210,8262,55363,63621,10296,129280,06/15/2024
ORANGE,135,50279,13350,543,37,93,0,0,0,45462,75932,11613,238,2,5235,1031,11417,4296,4470,45096,53460,11208,109764,06/15/2024
PAMLICO,137,2741,4184,60,5,10,0,0,0,3311,8030,1419,28,0,41,16,660,117,124,4592,5114,605,10311,06/15/2024
PASQUOTANK,139,10935,7828,224,9,74,0,0,0,11373,17164,10013,43,2,158,167,2186,710,457,13014,15269,2160,30443,06/15/2024
PENDER,141,10712,20032,426,15,71,0,0,0,18365,38179,5779,126,4,222,148,3874,1289,1398,21673,23989,3959,49621,06/15/2024
PERQUIMANS,143,2867,3664,63,2,22,0,0,0,3806,7673,1960,19,2,23,23,609,115,67,4542,5237,645,10424,06/15/2024
PERSON,145,9341,8364,125,9,25,0,0,0,10074,18150,6933,117,2,59,102,2004,571,578,12038,14013,1887,27938,06/15/2024
PITT,147,47784,31027,776,42,236,0,0,0,43233,65336,40704,253,8,1081,691,10471,4554,3653,49655,62188,11255,123098,06/15/2024
POLK,149,3547,6348,111,6,23,0,0,0,6794,14912,583,10,2,52,38,947,285,322,7466,8817,546,16829,06/15/2024
RANDOLPH,151,14729,50191,602,14,138,0,0,0,30852,78452,6168,317,7,727,222,6826,3807,4245,42696,47677,6153,96526,06/15/2024
RICHMOND,153,11676,7645,129,8,60,0,0,0,9110,16797,8882,410,0,153,58,1492,836,642,12515,14767,1346,28628,06/15/2024
ROBESON,155,34253,13943,239,11,133,0,0,0,24724,20307,19038,25218,29,302,464,4977,2968,2310,31335,38966,3002,73303,06/15/2024
ROCKINGHAM,157,17133,24746,334,18,73,0,0,0,19787,43470,11125,98,0,216,175,5732,1275,1359,27563,32310,2218,62091,06/15/2024
ROWAN,159,22222,42029,630,23,257,0,0,0,33050,71259,15478,178,6,521,336,7478,2955,3385,42404,48331,7476,98211,06/15/2024
RUTHERFORD,161,9594,20360,259,8,74,0,0,0,16586,38140,4009,57,0,141,119,3491,924,970,20274,23329,3278,46881,06/15/2024
SAMPSON,163,12459,15510,182,5,88,0,0,0,9991,22173,9978,531,0,97,126,2981,2349,3051,16624,19665,1946,38235,06/15/2024
SCOTLAND,165,9600,4671,79,8,38,0,0,0,7248,9611,8027,1713,12,165,98,1747,271,237,8807,11200,1637,21644,06/15/2024
STANLY,167,8294,21514,211,19,124,0,0,0,14917,34751,4707,82,3,445,63,4183,845,802,19039,21651,4389,45079,06/15/2024
STOKES,169,5043,17235,212,10,36,0,0,0,10189,28150,1203,53,1,72,78,2748,420,482,15566,17089,70,32725,06/15/2024
SURRY,171,8944,22599,237,16,41,0,0,0,16223,40782,1701,49,2,130,94,3768,1534,2222,21202,23746,3112,48060,06/15/2024
SWAIN,173,2719,3147,70,6,9,0,0,0,3934,7545,97,1551,1,35,31,494,131,88,4502,4976,407,9885,06/15/2024
TRANSYLVANIA,175,5583,8527,151,2,18,0,0,0,12176,23564,728,49,1,90,73,1615,337,275,11566,13302,1589,26457,06/15/2024
TYRRELL,177,984,460,8,0,1,0,0,0,840,1406,634,3,0,20,5,180,45,42,1009,1095,189,2293,06/15/2024
UNION,179,39679,71019,1179,53,265,0,0,0,67397,125049,19999,531,11,4278,790,20546,8388,9284,76823,85149,17620,179592,06/15/2024
VANCE,181,15891,5119,105,7,42,0,0,0,7243,11359,14037,61,1,94,102,2003,750,800,11661,14890,1856,28407,06/15/2024
WAKE,183,286830,177338,6185,303,1620,0,0,0,362235,508464,149232,2142,63,35027,5504,90663,43416,37733,351427,403061,80023,834511,06/15/2024
WARREN,185,7734,2323,37,1,18,0,0,0,3162,5512,6233,531,2,25,47,748,177,135,5692,6831,752,13275,06/15/2024
WASHINGTON,187,4485,1429,22,0,2,0,0,0,2013,3622,3728,9,0,16,15,471,90,65,3335,4164,452,7951,06/15/2024
WATAUGA,189,11148,12426,384,51,16,0,0,0,20195,38622,846,62,10,374,441,3063,802,1260,19114,22094,3012,44220,06/15/2024
WAYNE,191,26501,25720,449,18,256,0,0,0,22015,41554,23408,134,4,532,347,5258,3722,3326,31527,37834,5598,74959,06/15/2024
WILKES,193,6610,24343,213,6,52,0,0,0,13156,38795,1599,46,0,136,115,2847,842,1020,19657,21693,3030,44380,06/15/2024
WILSON,195,24574,14068,247,10,120,0,0,0,16473,27163,21908,119,0,287,168,3761,2086,2007,23175,29149,3168,55492,06/15/2024
YADKIN,197,2894,14279,136,6,24,0,0,0,7796,21827,738,23,1,62,38,1631,815,1056,11237,12318,1580,25135,06/15/2024
YANCEY,199,3645,5462,85,4,21,0,0,0,5196,13145,77,27,1,29,25,957,152,165,6505,7059,849,14413,06/15/2024
ALAMANCE,001,36962,36985,701,29,99,0,0,0,40193,74475,23857,262,11,1111,672,9642,4939,6299,47964,58061,8944,114969,06/22/2024
ALEXANDER,003,4071,12273,116,2,24,0,0,0,8840,22185,962,36,1,153,37,1560,392,527,11461,12250,1615,25326,06/22/2024
ALLEGHANY,005,1710,3409,42,0,9,0,0,0,2890,7151,76,8,0,6,16,658,145,247,3599,3860,601,8060,06/22/2024
ANSON,007,8719,3186,60,2,20,0,0,0,4246,6872,6488,34,1,100,22,2513,203,153,6178,7457,2598,16233,06/22/2024
ASHE,009,3689,9335,104,2,14,0,0,0,7279,18794,119,24,2,56,17,1178,233,343,9207,10132,1084,20423,06/22/2024
AVERY,011,1289,7427,67,2,14,0,0,0,4189,11787,65,18,0,24,19,945,130,127,5821,6346,821,12988,06/22/2024
BEAUFORT,013,10162,12985,129,3,27,0,0,0,11151,24091,7176,41,2,62,67,2274,744,709,14751,17316,2390,34457,06/22/2024
BERTIE,015,7585,1738,37,1,5,0,0,0,3282,4610,7091,19,1,32,18,803,74,56,5274,6569,805,12648,06/22/2024
BLADEN,017,9037,5560,88,3,22,0,0,0,8038,12639,7505,403,3,23,96,1547,532,625,9859,11587,1302,22748,06/22/2024
BRUNSWICK,019,27379,54569,709,23,132,0,0,0,52018,112356,9105,392,9,545,250,9807,2366,2230,57416,66362,11052,134830,06/22/2024
BUNCOMBE,021,72615,45088,1666,127,309,0,0,0,91355,175519,10354,352,45,1585,1000,16505,5800,5599,90201,105497,15462,211160,06/22/2024
BURKE,023,12310,23899,365,12,54,0,0,0,22823,49584,3085,91,1,970,133,4163,1436,1482,26063,28995,4405,59463,06/22/2024
CABARRUS,025,43824,51625,1242,78,347,0,0,0,60035,98139,32119,400,11,3691,741,14831,7219,7668,65970,77209,13972,157151,06/22/2024
CALDWELL,027,9146,26763,362,6,64,0,0,0,17953,46288,2562,72,0,196,136,4062,978,1207,24014,26625,3655,54294,06/22/2024
CAMDEN,029,1386,3278,74,1,18,0,0,0,3832,7043,935,11,1,35,17,388,159,68,3931,4215,443,8589,06/22/2024
CARTERET,031,9247,26274,361,9,60,0,0,0,21288,49549,2239,103,8,309,134,4117,780,772,24858,28068,4313,57239,06/22/2024
CASWELL,033,5901,4360,62,1,9,0,0,0,5055,9550,4565,24,1,30,49,939,230,253,6746,7677,965,15388,06/22/2024
CATAWBA,035,20021,48913,668,26,238,0,0,0,43747,87885,8860,149,5,2596,340,9075,4703,5139,49456,54992,9165,113613,06/22/2024
CHATHAM,037,21061,14565,324,19,71,0,0,0,25607,45234,5928,125,3,1103,259,6887,2108,2431,25394,29541,6712,61647,06/22/2024
CHEROKEE,039,3286,12303,151,3,17,0,0,0,8090,22218,257,119,1,96,32,871,256,262,11261,12104,485,23850,06/22/2024
CHOWAN,041,3593,3198,44,2,14,0,0,0,3580,6817,2851,14,6,16,25,586,116,93,4524,5528,379,10431,06/22/2024
CLAY,043,1370,4852,58,0,2,0,0,0,3689,9367,44,16,0,17,11,438,78,90,4557,5004,410,9971,06/22/2024
CLEVELAND,045,19497,26534,415,17,101,0,0,0,22029,47622,13424,90,4,328,224,5676,1225,1138,29147,33847,5599,68593,06/22/2024
COLUMBUS,047,13529,11048,112,4,25,0,0,0,12259,22224,10389,958,5,66,88,2623,624,590,15848,18647,2482,36977,06/22/2024
CRAVEN,049,19872,28538,590,22,128,0,0,0,27947,53653,14338,188,8,1230,287,4948,2445,2266,33031,39181,4885,77097,06/22/2024
CUMBERLAND,051,86945,49699,1834,92,601,0,0,0,77231,87436,86166,2380,75,3516,2050,21013,13766,14239,87290,108319,20793,216402,06/22/2024
CURRITUCK,053,3329,10224,214,3,44,0,0,0,10448,21011,1193,46,3,105,75,1360,469,264,11144,11793,1325,24262,06/22/2024
DARE,055,7441,11588,251,11,43,0,0,0,14288,30412,567,37,1,128,62,1797,618,378,15173,16671,1778,33622,06/22/2024
DAVIDSON,057,21218,56598,698,22,223,0,0,0,38917,93259,10933,245,5,900,268,8934,3132,3479,51051,57843,8782,117676,06/22/2024
DAVIE,059,4600,16613,158,10,63,0,0,0,11319,27546,1942,44,0,144,81,2311,695,906,14531,16173,2059,32763,06/22/2024
DUPLIN,061,10569,10061,132,10,41,0,0,0,10984,18493,8129,74,2,70,140,3213,1676,2484,13478,15720,2599,31797,06/22/2024
DURHAM,063,124591,23496,1189,91,347,0,0,0,88302,114640,73444,589,39,8764,2669,27494,10377,12139,93694,118921,25401,238016,06/22/2024
EDGECOMBE,065,20297,6690,104,6,64,0,0,0,7157,12063,19253,59,2,47,111,2142,641,665,13935,18240,2143,34318,06/22/2024
FORSYTH,067,96906,71152,1652,102,430,0,0,0,95384,159889,65401,513,30,3458,1521,23733,11081,14038,109053,134075,22498,265626,06/22/2024
FRANKLIN,069,16736,16560,384,12,75,0,0,0,19115,33458,12122,146,3,325,190,4785,1853,2041,22164,25337,5381,52882,06/22/2024
GASTON,071,40279,60918,1181,47,457,0,0,0,55008,109371,28033,327,7,1381,651,12469,5651,6372,67403,79203,11284,157890,06/22/2024
GATES,073,3403,2178,38,2,11,0,0,0,2703,5202,2453,18,0,11,41,525,85,55,3623,4133,579,8335,06/22/2024
GRAHAM,075,1054,3132,35,1,1,0,0,0,1935,5585,9,265,1,19,5,230,44,40,2899,3049,210,6158,06/22/2024
GRANVILLE,077,15728,11037,221,7,78,0,0,0,13424,23034,11443,77,3,179,190,4266,1303,1226,16456,19042,4997,40495,06/22/2024
GREENE,079,4725,2561,30,1,25,0,0,0,3632,6005,3743,12,0,17,23,683,491,531,4744,5647,583,10974,06/22/2024
GUILFORD,081,155040,89116,2204,129,551,0,0,0,136033,194973,127105,961,30,9952,2709,32061,15282,14708,160521,199454,23098,383073,06/22/2024
HALIFAX,083,20218,4894,106,5,56,0,0,0,10688,13774,18455,1042,5,173,132,1960,426,324,15378,18671,1918,35967,06/22/2024
HARNETT,085,23989,31628,814,34,277,0,0,0,31342,54436,17886,482,18,696,513,9104,4949,5745,36735,42991,8358,88084,06/22/2024
HAYWOOD,087,11747,16420,312,20,51,0,0,0,18007,42947,479,123,0,155,98,2178,577,659,21034,23841,1682,46557,06/22/2024
HENDERSON,089,17107,32344,613,38,136,0,0,0,40180,78429,2414,147,12,552,391,5892,2581,3070,38864,46036,5518,90418,06/22/2024
HERTFORD,091,8720,1606,40,3,16,0,0,0,3444,4480,8299,94,2,42,57,708,147,102,5706,7449,674,13829,06/22/2024
HOKE,093,13790,7588,307,22,54,0,0,0,12437,13435,12835,1992,15,356,248,2855,2462,2528,14792,17648,1758,34198,06/22/2024
HYDE,095,1348,683,16,0,0,0,0,0,1117,2372,566,0,0,1,9,171,45,67,1411,1593,160,3164,06/22/2024
IREDELL,097,27168,58097,877,34,217,0,0,0,54697,109492,15229,221,8,1573,444,9597,4526,5166,62355,68909,9826,141090,06/22/2024
JACKSON,099,8189,8524,251,19,21,0,0,0,12818,24458,608,1528,6,239,181,2134,668,774,13029,14568,2225,29822,06/22/2024
JOHNSTON,101,39893,58440,1197,51,502,0,0,0,58072,105941,26448,440,18,994,644,16340,7330,9371,68438,78677,11040,158155,06/22/2024
JONES,103,2444,2366,32,0,12,0,0,0,2368,4457,2029,12,1,20,23,578,102,112,3099,3540,583,7222,06/22/2024
LEE,105,12317,12191,304,15,75,0,0,0,15132,25639,7388,139,6,273,272,3746,2571,3590,16803,20055,3176,40034,06/22/2024
LENOIR,107,16258,10627,153,13,147,0,0,0,11449,18983,14899,64,7,102,120,3589,883,932,15574,19481,3592,38647,06/22/2024
LINCOLN,109,11655,32547,420,14,111,0,0,0,23815,57662,3704,89,2,341,152,4870,1742,2222,30416,33091,5055,68562,06/22/2024
MACON,113,4899,12573,195,4,10,0,0,0,11089,26357,203,65,0,121,61,1405,558,607,13308,14975,487,28770,06/22/2024
MADISON,115,4862,4894,114,11,25,0,0,0,7296,15407,125,27,0,50,43,1343,207,193,7545,8113,1544,17202,06/22/2024
MARTIN,117,7564,3543,57,4,10,0,0,0,4903,8598,6292,28,0,24,52,872,215,210,6726,8492,863,16081,06/22/2024
MCDOWELL,111,5389,13374,187,9,47,0,0,0,11314,27440,828,36,1,143,130,1141,601,658,13790,15186,1344,30320,06/22/2024
MECKLENBURG,119,323999,157511,5917,339,1802,0,0,0,312428,409394,243584,2081,64,23421,5059,74361,44032,47201,335865,403057,63074,801996,06/22/2024
MITCHELL,121,1030,6510,47,4,11,0,0,0,3701,10145,43,12,1,16,14,976,96,145,5002,5494,807,11303,06/22/2024
MONTGOMERY,123,4977,6356,86,3,23,0,0,0,5778,12005,2951,46,1,188,44,1323,665,859,7564,8500,1159,17223,06/22/2024
MOORE,125,14901,31412,614,17,91,0,0,0,29177,61284,7445,366,6,654,234,3960,2263,1904,33473,39262,3477,76212,06/22/2024
NASH,127,27889,19559,303,10,135,0,0,0,20442,34214,26340,355,4,348,282,4808,1987,1955,28664,34959,4715,68338,06/22/2024
NORTHAMPTON,131,7643,1588,37,3,17,0,0,0,3468,5060,6972,34,0,9,20,568,93,73,5524,6589,643,12756,06/22/2024
ONSLOW,133,24092,49000,1815,41,285,0,0,0,54366,87908,19602,491,37,1815,837,11677,7232,8282,55456,63715,10428,129599,06/22/2024
ORANGE,135,50275,13363,543,37,94,0,0,0,45488,75974,11623,239,2,5236,1030,11390,4306,4476,45131,53478,11191,109800,06/22/2024
PAMLICO,137,2741,4210,59,6,11,0,0,0,3337,8068,1423,30,0,41,16,668,118,127,4613,5140,611,10364,06/22/2024
PASQUOTANK,139,10933,7824,224,9,74,0,0,0,11478,17164,10015,43,2,159,167,2280,712,457,13017,15271,2254,30542,06/22/2024
PENDER,141,10693,20097,428,15,76,0,0,0,18490,38293,5762,126,4,225,149,3946,1294,1405,21718,24047,4034,49799,06/22/2024
PERQUIMANS,143,2868,3673,63,2,23,0,0,0,3820,7688,1961,19,2,23,23,617,116,69,4549,5246,654,10449,06/22/2024
PERSON,145,9330,8362,126,10,25,0,0,0,10084,18150,6933,117,2,58,102,2003,572,578,12040,14010,1887,27937,06/22/2024
PITT,147,47777,31037,773,42,238,0,0,0,43245,65372,40706,253,8,1082,691,10439,4561,3656,49673,62208,11231,123112,06/22/2024
POLK,149,3546,6354,111,6,23,0,0,0,6801,14922,581,10,2,53,38,950,285,322,7473,8822,546,16841,06/22/2024
RANDOLPH,151,14721,50195,602,15,140,0,0,0,30886,78467,6171,316,7,727,224,6829,3818,4256,42713,47686,6160,96559,06/22/2024
RICHMOND,153,11670,7645,129,8,62,0,0,0,9117,16806,8878,410,0,153,59,1489,836,642,12521,14765,1345,28631,06/22/2024
ROBESON,155,34196,13968,237,11,133,0,0,0,24722,20288,19031,25210,29,302,464,4974,2969,2312,31324,38942,3001,73267,06/22/2024
ROCKINGHAM,157,17119,24735,332,18,74,0,0,0,19807,43463,11126,98,0,217,175,5724,1282,1362,27550,32313,2222,62085,06/22/2024
ROWAN,159,22178,42010,631,22,264,0,0,0,33043,71227,15450,178,6,523,337,7464,2963,3391,42377,48300,7471,98148,06/22/2024
RUTHERFORD,161,9593,20356,261,8,76,0,0,0,16592,38141,4010,57,0,141,119,3490,928,972,20278,23332,3276,46886,06/22/2024
SAMPSON,163,12456,15489,182,5,93,0,0,0,10012,22140,9986,529,0,98,124,3006,2354,3056,16618,19641,1978,38237,06/22/2024
SCOTLAND,165,9602,4678,79,9,40,0,0,0,7275,9614,8030,1715,13,164,97,1778,272,236,8811,11203,1669,21683,06/22/2024
STANLY,167,8286,21525,213,19,125,0,0,0,14915,34759,4708,82,3,445,63,4175,848,804,19045,21649,4389,45083,06/22/2024
STOKES,169,5040,17237,213,10,36,0,0,0,10190,28149,1203,53,1,72,77,2748,423,485,15567,17088,71,32726,06/22/2024
SURRY,171,8931,22599,237,16,41,0,0,0,16228,40773,1699,49,2,130,93,3773,1533,2224,21198,23737,3117,48052,06/22/2024
SWAIN,173,2717,3148,70,6,9,0,0,0,3939,7550,96,1550,1,35,31,495,131,88,4504,4977,408,9889,06/22/2024
TRANSYLVANIA,175,5584,8523,150,2,19,0,0,0,12183,23564,730,49,1,90,73,1617,337,274,11575,13296,1590,26461,06/22/2024
TYRRELL,177,984,460,8,0,1,0,0,0,840,1406,634,3,0,20,5,180,45,42,1009,1095,189,2293,06/22/2024
UNION,179,39679,71061,1179,54,273,0,0,0,67487,125080,20010,532,11,4292,790,20615,8403,9306,76856,85186,17691,179733,06/22/2024
VANCE,181,15888,5121,105,7,44,0,0,0,7254,11362,14039,61,1,94,102,2007,753,802,11665,14892,1862,28419,06/22/2024
WAKE,183,286819,177348,6185,306,1640,0,0,0,362450,508606,149242,2146,63,35072,5505,90615,43499,37782,351526,403223,79999,834748,06/22/2024
WARREN,185,7732,2325,37,1,18,0,0,0,3179,5516,6240,531,2,25,46,755,177,135,5699,6834,759,13292,06/22/2024
WASHINGTON,187,4482,1429,22,0,3,0,0,0,2020,3628,3727,9,0,17,15,471,89,64,3338,4166,452,7956,06/22/2024
WATAUGA,189,11132,12419,382,51,16,0,0,0,20160,38579,842,61,9,374,439,3055,801,1252,19102,22054,3004,44160,06/22/2024
WAYNE,191,26493,25740,450,20,267,0,0,0,22111,41570,23423,134,4,534,350,5335,3731,3338,31556,37860,5665,75081,06/22/2024
WILKES,193,6595,24359,213,6,54,0,0,0,13188,38822,1601,45,0,136,115,2848,848,1025,19670,21709,3036,44415,06/22/2024
WILSON,195,24560,14062,248,10,123,0,0,0,16477,27158,21901,119,0,286,168,3758,2090,2008,23164,29146,3170,55480,06/22/2024
YADKIN,197,2893,14275,136,6,24,0,0,0,7785,21815,738,23,1,62,39,1627,814,1054,11230,12310,1579,25119,06/22/2024
YANCEY,199,3648,5463,85,4,21,0,0,0,5205,13155,77,27,1,29,25,959,153,166,6513,7059,854,14426,06/22/2024
ALAMANCE,001,36933,36958,701,29,104,0,0,0,40257,74430,23865,262,11,1114,672,9675,4953,6337,47964,58049,8969,114982,06/29/2024
ALEXANDER,003,4056,12263,116,2,26,0,0,0,8844,22165,962,36,1,154,37,1558,394,527,11453,12239,1615,25307,06/29/2024
ALLEGHANY,005,1710,3402,42,0,9,0,0,0,2889,7144,76,8,0,6,16,657,145,247,3594,3857,601,8052,06/29/2024
ANSON,007,8677,3180,60,2,20,0,0,0,4243,6846,6466,34,1,103,22,2506,204,153,6158,7432,2592,16182,06/29/2024
ASHE,009,3684,9330,106,2,14,0,0,0,7276,18781,119,24,2,56,17,1180,233,343,9192,10133,1087,20412,06/29/2024
AVERY,011,1291,7430,67,2,14,0,0,0,4195,11798,65,18,0,24,19,943,132,127,5828,6351,820,12999,06/29/2024
BEAUFORT,013,10160,12994,129,3,27,0,0,0,11158,24106,7173,41,2,62,67,2276,744,709,14759,17316,2396,34471,06/29/2024
BERTIE,015,7575,1741,37,1,6,0,0,0,3294,4607,7089,19,1,32,18,813,75,56,5267,6573,814,12654,06/29/2024
BLADEN,017,9031,5563,89,3,23,0,0,0,8048,12646,7501,402,3,23,96,1554,532,624,9856,11589,1312,22757,06/29/2024
BRUNSWICK,019,27388,54628,711,22,135,0,0,0,52122,112519,9102,392,9,546,250,9816,2372,2231,57488,66445,11073,135006,06/29/2024
